query_run_id,query_id,execution_status,collection_error_count,fdw_remote_probe_status,plan_fingerprint,remote_plan_fingerprint,table_count_stratum,expected_count,selection_hash,region_fragment_count,worker_task_fragment_count,plan_file_count,baseline_status,eu_status,us_status,comparison_status,database_result_rows_persisted
20260727T122344Z-stats-ceb-full-no-refit-v1__stats-ce--012a0caf9bdf--_no_refit__stats_ceb_multiregion_count__query_id-61,61,completed,0.0,disabled,3b352db944f0405300fe4f91aacbbb97b919620275f25d9cd925446c91c69990,3578b8ed74cceb3e1ab16fb905dafc8534cc0329d70aa195d67d7a171b07bb98,6,868310,b88b1c545e59f3452ef9389fc3eadb5617a7d42700e6d34a63cad5d9cda0fb6c,2.0,0.0,88.0,passed,passed,passed,passed,False
20260727T122417Z-stats-ceb-full-no-refit-v1__stats-ce--97a6df2a45af--_no_refit__stats_ceb_multiregion_count__query_id-62,62,completed,0.0,disabled,ce599b31c59e79f201ab94198e01030ff366f9add9f62b4f2857394ba9917c54,ac2088d240d36df1007f792f85aa21945eb377b055ac237e3c214258e2dd48e4,6,109961,5ed9052c7c86cc9958e0d28088beecffa9f66cac26a47f894566686ef2ae2f9e,6.0,66.0,107.0,passed,passed,passed,passed,False
20260727T122500Z-stats-ceb-full-no-refit-v1__stats-ce--3ebe0da05cca--_no_refit__stats_ceb_multiregion_count__query_id-63,63,completed,0.0,disabled,179f42989442c9315385ab5fdd1b46b965bd8ee3427c115e5b32b2a21ab15596,c365a18be871c8850520a3c9c31d858fe005832146e977481f8f786d4c880968,6,8893,faa7b65f8a359cb6a922909d52f01dcf862e40ee686e63e7b411871b47df4ebe,2.0,0.0,83.0,passed,passed,passed,passed,False
20260727T122532Z-stats-ceb-full-no-refit-v1__stats-ce--9cf952e26959--_no_refit__stats_ceb_multiregion_count__query_id-64,64,completed,0.0,disabled,7b334604773e480be50e6ba39e48d73455a6ad366fb5da02fa789951f373cb62,7f6b3cd49b6e766327adfa3a1043f1eb7ce7d01c198345d7bc51386c016ad5c7,6,692609,cc02481cbb523ca346ad730bfa35155b13c63d548d9d54bb66763b8c1712ef3f,2.0,0.0,81.0,passed,passed,passed,passed,False
20260727T122603Z-stats-ceb-full-no-refit-v1__stats-ce--e6562b44f063--_no_refit__stats_ceb_multiregion_count__query_id-65,65,completed,0.0,disabled,30f4fc7965397fb0033968fabd7488db54c13c4f9bed0a7d99b3700a48a5fd29,34dc0b245205625c46e74e8d2f2be1794833ec61d501110b60eb5b41e51e3941,6,33955,e75bb52776fe5aee7e58a8b19566b5ed4bfb2cf9cf9fa961227c7d8a3d6109df,2.0,0.0,81.0,passed,passed,passed,passed,False
20260727T122634Z-stats-ceb-full-no-refit-v1__stats-ce--3d80ab352f79--_no_refit__stats_ceb_multiregion_count__query_id-66,66,completed,0.0,disabled,1d6c423e8bd45ea2284d57ca21ed7e6bc5cb983e0286efd707e467ee8a83205a,c3fe53ee04d90e5038181ed3a4f5d02e2c5a44b9186500bcd1ec9c003d4a85b1,6,82213,2e93d06e3f2e46913b0b85747faf91ddf75364584750b4c229e8c5458189fa38,2.0,0.0,80.0,passed,passed,passed,passed,False
20260727T122705Z-stats-ceb-full-no-refit-v1__stats-ce--7d95b9ed334d--_no_refit__stats_ceb_multiregion_count__query_id-67,67,completed,0.0,disabled,26aec1f4073ec79eaac67a65b5514ec0c50a67dd0a83beae21c38e5a9c295d73,c6434ca85e27719e3520ab133968b0fd167075b913604c72ddedb1b37d517cd8,6,469,d658aedcb143d0c67f1936cdb10f90e0bf860e2d52e594fe6b5860e59212d8a1,2.0,0.0,79.0,passed,passed,passed,passed,False
,68,,,,,,6,1112747282,f9f5dce7f8dbe2198841870107004e70334158dc615313cb6861548bdcd668bb,,,,passed,passed,passed,passed,False
20260727T123251Z-stats-ceb-full-no-refit-v1__stats-ce--40fbf1047276--_no_refit__stats_ceb_multiregion_count__query_id-69,69,completed,0.0,disabled,0ff809f56cea6a75795c98f058643ad981755bf3ac01492730f6fecf02833950,7440e2729127f67af1e7f7e644c2070fb2bef85df21eeb8d9e83a2f58e9bedc1,6,107654752,ab65eecb0085400e6cffa29ae71d515ae15de3b7401fa3f414a1e8e84ee3c7de,6.0,128.0,513.0,passed,passed,passed,passed,False
20260727T123639Z-stats-ceb-full-no-refit-v1__stats-ce--5d1f2f6ec31c--_no_refit__stats_ceb_multiregion_count__query_id-70,70,completed,0.0,disabled,caa2116afcda9703a2a197984233fd06ee5d589c5d828bf751c422e584fb680a,18eae2bfdea1208a918e06aaa383c39e396daeff8eba6f979d70e19bc3db98d6,6,80052528,4bcebdecea50d2af4bedec931192efc517c89a38959d9e62f7f3bd69bcc50758,2.0,0.0,176.0,passed,passed,passed,passed,False
20260727T123753Z-stats-ceb-full-no-refit-v1__stats-ce--f5430f06326c--_no_refit__stats_ceb_multiregion_count__query_id-71,71,completed,0.0,disabled,cacab5f13bef75f8843784852177f800b807359fc318be95b4a07c799ed5994d,2d097605b07dba627d3158906eb3db370aa303f604737a77b73b78cf6564baed,6,58623592,2d17a8b92819f7eb60dce6e832d75f6b438888f850e6ed4f9c1a728be898324c,6.0,192.0,369.0,passed,passed,passed,passed,False
20260727T124046Z-stats-ceb-full-no-refit-v1__stats-ce--05356b09cf1c--_no_refit__stats_ceb_multiregion_count__query_id-72,72,completed,0.0,disabled,3d17606826c1ff12ad2c443c7e862e809b8fdbd967be12875de236a96e0cf740,0b592e6a998afb9c17611397f66aa17d9f71aae6672ff1251a553c54193175dd,6,1582060,5f34b4dc0521280be620a72f4cf11c791e6aa3e5edebc02ae6a98559599fb0ed,6.0,66.0,98.0,passed,passed,passed,passed,False
20260727T124123Z-stats-ceb-full-no-refit-v1__stats-ce--ca588f50c6bf--_no_refit__stats_ceb_multiregion_count__query_id-73,73,completed,0.0,disabled,b0c70251cbec549c2b8cf98624b5fa41b1b58566cadd197442100efccaa07fd4,f04e269377b398b739e49c917abc83bf0b6ce54201de9114225d3baeba0697ab,6,1639421,5b4d00beb7c135bba74018e12c83d835b2c7fc1460ca2288046b215ea1bcb48e,16.0,450.0,169.0,passed,passed,passed,passed,False
20260727T124240Z-stats-ceb-full-no-refit-v1__stats-ce--390aaac352ae--_no_refit__stats_ceb_multiregion_count__query_id-74,74,completed,0.0,disabled,aa9b901a638414bc5b4969dad059920b17b361588a4f8aef437f2c092cc0d6c1,272253d6e2ee0c2ba58e7b5a26c52f6dc89d8464b74068f179f8c1ee17da429a,6,38686327,6c112ce2105341a8848f2f8ff14eadb4f8db47424a2f171bff77eb7592925af7,8.0,194.0,109.0,passed,passed,passed,passed,False
20260727T124329Z-stats-ceb-full-no-refit-v1__stats-ce--72f3957fc57f--_no_refit__stats_ceb_multiregion_count__query_id-75,75,completed,0.0,disabled,ac6f3ffeac8ba60eb0047cceb6d1a6357a21b82c71f034f42d5dba9a9cfd0335,ea145875dd6a9f09bb63a69f0a0f24957e79eae65823d838468875524b9790d5,6,3812589,bb5636ecaf7f33acdbf10b01e3ea365966ed4e61af61ef414fe5ebf517db7a86,6.0,130.0,77.0,passed,passed,passed,passed,False
20260727T124408Z-stats-ceb-full-no-refit-v1__stats-ce--1cc84b23aa7c--_no_refit__stats_ceb_multiregion_count__query_id-76,76,completed,0.0,disabled,e052b5591b63db66a1df35e7f4eda34b42c8bb8fa832e749f5a6402a4fc07308,2b7ad0128b6e38cb5c9322eeea6a7031da4940d1e7db976c53a9c328230da0eb,6,434967,19308fe1f41754d9a70e4ef904cba30baadb5ab1f88eb9e17136c8b1ddb43b89,2.0,64.0,25.0,passed,passed,passed,passed,False
20260727T124424Z-stats-ceb-full-no-refit-v1__stats-ce--eeb4621fdf19--_no_refit__stats_ceb_multiregion_count__query_id-77,77,completed,0.0,disabled,656d0a1f29c0d36c62ba5db3f39fddec860018e4e472e31693885087238de3b0,d6924bc56b1df0131e0968c61e776bc14d8c4ba39bdf9cbc3455a83575b3386b,6,5982882,487de654e0e6a80e52cbf9d4918dda972d21447eb6ea319e5ee15461f37b9e0a,2.0,64.0,29.0,passed,passed,passed,passed,False
20260727T124443Z-stats-ceb-full-no-refit-v1__stats-ce--447eaf57f536--_no_refit__stats_ceb_multiregion_count__query_id-78,78,completed,0.0,disabled,8443b1cdabb2d7e3519720879b02bf2efe1ff11c830fb0fa15fab9b9e98e8e7a,a1171f738239967ed141f9ec68241b22ec030078d0cb0b307e729d2c1b6d8e59,6,426751,32e13ca9c39b798aba97f6fa0310d971246c6b6d1a77886d8f3ce2b231603af1,8.0,256.0,45.0,passed,passed,passed,passed,False
20260727T124504Z-stats-ceb-full-no-refit-v1__stats-ce--13f9ab609c86--_no_refit__stats_ceb_multiregion_count__query_id-79,79,completed,0.0,disabled,2c89eff9cba9a377f2bd5b41754319edd7dc696e31783198e5cf23b42b939c8e,50b8079d211d20709d498cb45718a94b196f8a6acd8951f04126d6eb11965871,6,2870375,4917155af0b4af7fa9ca3544cf076c32e457f6412c999226e0f6ade08d1cbcb6,8.0,132.0,61.0,passed,passed,passed,passed,False
20260727T124534Z-stats-ceb-full-no-refit-v1__stats-ce--32c1d4057729--_no_refit__stats_ceb_multiregion_count__query_id-80,80,completed,0.0,disabled,9ca4ed830d20514e4d025c0ac8838ba70566fd836a9b05220a202dc3b9a16cd1,e85579d1373689bcc979d045fac715db6dd7e5c03081ff7bbbbe94746bd3ecea,3,1459345,643161126dc285f619c69e259740a85497b8b7eef78d815469bc666853f8738b,2.0,0.0,83.0,passed,passed,passed,passed,False
20260727T124605Z-stats-ceb-full-no-refit-v1__stats-ce--ef81c83fd74c--_no_refit__stats_ceb_multiregion_count__query_id-81,81,completed,0.0,disabled,38fc1ae7f31aab21a01d7e321b6efa02aa1fb88cbe275be1058f5727fa5d3a97,a2cc6b73c66ce51f6131520a316a3e0b7c32a8d69f5d043ad27d0094762fa6e8,3,657592,06cf56adaae7d38f1dbcaf8210b23e91df1e440071d4579c5b4f3289c153d9c5,2.0,0.0,81.0,passed,passed,passed,passed,False
20260727T124637Z-stats-ceb-full-no-refit-v1__stats-ce--c4f2117cdeca--_no_refit__stats_ceb_multiregion_count__query_id-82,82,completed,0.0,disabled,89eeb19a2df3a12fd47d509e581e7e36534ed25ff247e817f195a0f4571c45f5,8e8bf7dac1f99f67c339d05f04d9e7559dd944f4b69d196aab77f47a486ed620,3,1771584,30d524f8524904b3235247a8707b14c759e3025b204de695529aba9da55bbca4,2.0,0.0,83.0,passed,passed,passed,passed,False
20260727T124708Z-stats-ceb-full-no-refit-v1__stats-ce--fd67457a2e36--_no_refit__stats_ceb_multiregion_count__query_id-83,83,completed,0.0,disabled,b58e43ab08f9e313f720ccb78be1520dad3714d805ca5d0c3faa1d5239848ab8,354a72dfab2d83dba9090b0248908600441a9b7efedf9af6ec40a4ed76be3e79,3,2323452,85f9bfb8f62536dc7fd252aba76e2acbaaaedb9a308dfe9179070ec69d4a9080,4.0,128.0,35.0,passed,passed,passed,passed,False
20260727T124728Z-stats-ceb-full-no-refit-v1__stats-ce--348f5142df9f--_no_refit__stats_ceb_multiregion_count__query_id-84,84,completed,0.0,disabled,92ae731da413e1f279b2c9dacc85d0edb3bd76859650fcb8a47eccd6cc6a97ba,67a6a13a4e1fc150a0d3096d75e58c14546c739e7bcf9337a2c81b6e67016214,3,10993951,a278c6e2f72b96aee65fc9399db25b4a68b1cd772e92e4a1fb1628e428a18a65,2.0,0.0,84.0,passed,passed,passed,passed,False
20260727T124759Z-stats-ceb-full-no-refit-v1__stats-ce--fc3567017f16--_no_refit__stats_ceb_multiregion_count__query_id-85,85,completed,0.0,disabled,48c600d00e2b0aab95877e92b10fd637ad7075e9099f07d02ff414d8e3e63b3c,d66699711083dcf0e1d630df62b393a452d02277bf37ee66fe8205a9d29d6a6b,3,10862842,2a0f664163ba6322ee62a10619b4f383d353e4a70a44daa1bdee441cb9c2cc1b,4.0,128.0,43.0,passed,passed,passed,passed,False
20260727T124822Z-stats-ceb-full-no-refit-v1__stats-ce--984caf793334--_no_refit__stats_ceb_multiregion_count__query_id-86,86,completed,0.0,disabled,58492b5aeb8c0800f6d047aa972370020349d20b4c740009679a1db397bc5e02,a09375a8a7c6652fd2e5bdec0dc8b44fd82241de0b396f26d2d2ac7ccc2c083f,4,209182,7ba73671ccaba56d05e61982c5a47f33e6911b9ae0646a1f6c28cdc0ae2f80bf,2.0,64.0,21.0,passed,passed,passed,passed,False
20260727T124837Z-stats-ceb-full-no-refit-v1__stats-ce--3ad4fbb43134--_no_refit__stats_ceb_multiregion_count__query_id-87,87,completed,0.0,disabled,b3b37f42f99454acfa7265decc49c469e11f699a4de987f31ba545faf0e45d2d,27eb14df09e41ae37eb6f73220d0921f8e62b4081a30cdb1a51ab8959ca4f148,3,758411,cf05dfee2a7941c711e287c486f322de6eb2e7450f67b4a3558e70cae8d548b0,4.0,66.0,31.0,passed,passed,passed,passed,False
20260727T124854Z-stats-ceb-full-no-refit-v1__stats-ce--3971c61af94f--_no_refit__stats_ceb_multiregion_count__query_id-88,88,completed,0.0,disabled,b23bd19ca52bd9f4067f0597211c2edbaa4461353f45366d396ddfdfe3b767e2,50421a6b08cb38f9d1a9d60edd5da8908294441dba11e03b5c4c198eb2ff88a4,3,10223864,1bb7de45329fc5fe6d5d628b6bf15474d8caee2089a589d28fcd275fb7d428c1,2.0,64.0,25.0,passed,passed,passed,passed,False
,89,,,,,,3,1356723,f0853cbd595c17b183ccc2462291ea8a14ff9ee2a8642d520029a42bab887013,,,,passed,timeout,timeout,timeout,False
20260727T124911Z-stats-ceb-full-no-refit-v1__stats-ce--2b40205a1d4d--_no_refit__stats_ceb_multiregion_count__query_id-90,90,completed,0.0,disabled,866c3dd7dbd1722f2ddb65f48638d1cc272feeca2da67b8979d442b5b125a892,33aefc43a26c522c78f6ae7a6a5373327af5df860790b5b99faf6181fe1800ac,3,582617,43efe08142b91876309cd28aa085f7060e06462cb1ceadccddf02d96e03d19fa,4.0,128.0,33.0,passed,passed,passed,passed,False
20260727T124930Z-stats-ceb-full-no-refit-v1__stats-ce--057f0d8a3b25--_no_refit__stats_ceb_multiregion_count__query_id-91,91,completed,0.0,disabled,341f2f35b175cd217bd0c4cce04e97160cf32ee7d19aca858487a8b7176985a3,cdea667002ec5a2fe1fbd27fd739d6da3b74af086f661417652f6439ddc88a74,3,4197329,23da4e8af6b7d51d9bdf287d8bc5cd72111bd3666fcd6333ea47439e82e0f769,6.0,130.0,36.0,passed,passed,passed,passed,False
20260727T124950Z-stats-ceb-full-no-refit-v1__stats-ce--689eb9dd8414--_no_refit__stats_ceb_multiregion_count__query_id-92,92,completed,0.0,disabled,8759762bdcbfafad6b39442a8d5e863c3b6fc1b46d6d386f0efc3801f35749a8,2b7ad0128b6e38cb5c9322eeea6a7031da4940d1e7db976c53a9c328230da0eb,3,155561,921bd27d9839c2057ca5b8ea620f62bbbd6862c927f239d94dfb9867f9125b2a,2.0,64.0,24.0,passed,passed,passed,passed,False
20260727T125006Z-stats-ceb-full-no-refit-v1__stats-ce--2ba6c6518311--_no_refit__stats_ceb_multiregion_count__query_id-93,93,completed,0.0,disabled,1d58cad6dd99ddb190ea1bae78da4819a63e7cb2878f125b8d036e0f9ba1d3e0,905e6c2d25478deb5db0a2d2223c62fa13f7a4921f89e41a6705735512c98667,3,2162683,1e607d42ca886adcf8f21fba30f17fa24ea644d8e1746bd98be89e58e3c9ba22,4.0,2.0,135.0,passed,passed,passed,passed,False
20260727T125059Z-stats-ceb-full-no-refit-v1__stats-ce--987611190541--_no_refit__stats_ceb_multiregion_count__query_id-94,94,completed,0.0,disabled,c5ba88517a8abced8819ea2b6a8f3aba18abbe23bf624744afa56c4ee8a38b73,cdea667002ec5a2fe1fbd27fd739d6da3b74af086f661417652f6439ddc88a74,3,1100297,18ed4d2ef1257649d1e6229c46772d67f13818ddb080a30bbcadb5fe7f5914ad,6.0,130.0,34.0,passed,passed,passed,passed,False
20260727T125118Z-stats-ceb-full-no-refit-v1__stats-ce--fd3faaa10393--_no_refit__stats_ceb_multiregion_count__query_id-95,95,completed,0.0,disabled,4c8cc1de3a5112703c41dafc11c0e05a7f6e2268465845b94d1a6c835968eadb,6015d7b04189d428f9ef9513ed69a4a8ae95fa385db2c23b7df9069e023b3940,4,4254157,6e828995540a08150db9772e16a0fd484a777ffc120a9668af42ac5741ac2eb4,8.0,256.0,46.0,passed,passed,passed,passed,False
20260727T125142Z-stats-ceb-full-no-refit-v1__stats-ce--852f591d0b8d--_no_refit__stats_ceb_multiregion_count__query_id-96,96,completed,0.0,disabled,0d81cb57db99665b2bc6b3fc4253c14df68f2981e9adbaff5149b61f943a2fda,31f2ee782c93cb48b04e840db647818eb38da676c3103e8e355605adcb2e3534,4,2016238,9cd28312c93bc758174818116c20d70dca8e229faf2ab38ce893aa6024cf44fb,2.0,64.0,27.0,passed,passed,passed,passed,False
20260727T125158Z-stats-ceb-full-no-refit-v1__stats-ce--42450d7b2c45--_no_refit__stats_ceb_multiregion_count__query_id-97,97,completed,0.0,disabled,767f9d723afd1a2b7d9ff796c5f4bbae22fbc8fdbdaf1895266dd337a8f89809,f3a62d657dcd7a547b3de3e66e1deeec251febc7448f055778d42aaafdb39b18,4,56359398,35aee9c257a2ade4528de4d5998d9f1d4a0c7d1d94bfaa1b10284c3b464a5a9a,2.0,0.0,207.0,passed,passed,passed,passed,False
20260727T125243Z-stats-ceb-full-no-refit-v1__stats-ce--c7456aa7194e--_no_refit__stats_ceb_multiregion_count__query_id-98,98,completed,0.0,disabled,0135e976362087172a5e00b079b56568ec3e28755d497d85fcb60d36e4b2fabd,66a2dbc3b914996084816092192834e0be46f96044dc322cf0fde7cac66af85f,4,40855663,38661793c199e3218b088f9cdb5775956c11d7c5b2bbae3e6ccf9871dd91cb63,6.0,192.0,66.0,passed,passed,passed,passed,False
20260727T125315Z-stats-ceb-full-no-refit-v1__stats-ce--892b0264a82c--_no_refit__stats_ceb_multiregion_count__query_id-99,99,completed,0.0,disabled,b4bef12a10900f3f42235fbd901b95bfc50f3d9e693bacb40ee8619476e1177a,8afa0bbf7d3bad65bc2feb3babc3202087087dfcddb580dec7d08c9056de61f0,4,1490297,3d7fdd49b87b4ba5b2d84eb98ce7d357f11f5bb2d2fceab602ed249f600f9e29,6.0,66.0,223.0,passed,passed,passed,passed,False
20260727T125449Z-stats-ceb-full-no-refit-v1__stats-ce--64b7a3f53030--no_refit__stats_ceb_multiregion_count__query_id-100,100,completed,0.0,disabled,81b7858c90e3e9cc121f48309a9693ad9b64ade12c89bf31e4aab4444014379f,7769d01e287f34187eae828e522f3b6dc63935f03036e7854b024241eaff767d,4,303210,7133b30cfe93f9453e423df7677f3e61da85feb15fd1a03e103e0898ccfa7b71,2.0,64.0,19.0,passed,passed,passed,passed,False
20260727T125505Z-stats-ceb-full-no-refit-v1__stats-ce--380f8e37fae8--no_refit__stats_ceb_multiregion_count__query_id-101,101,completed,0.0,disabled,da31301f6efa9d20d611b560ab398832165d75728ed913d58fcd2ac66ccf3f02,9c1f143cc7217d8c6f5fe8ba6e45377d259fde6e3772b7a2e308c3e9e5780fde,4,408599,8d68c89fd04f075a6085a88d53dec68fdad52b6a2e3372c7d5f8092400e0e132,2.0,64.0,19.0,passed,passed,passed,passed,False
20260727T125521Z-stats-ceb-full-no-refit-v1__stats-ce--f24af4e7f9c9--no_refit__stats_ceb_multiregion_count__query_id-102,102,completed,0.0,disabled,4fd960271cdf4c620521f584b64ef10ce63a306c1f08e30211451ca5284714ff,3574cb96277f50a4384c6fd620f5b7bdc339393bb3430db77e51fe95c4a25c43,4,2809424,dc3bed120716775ece53f8dd59737a86770f68988548cb5117ee7dcaf9473598,4.0,128.0,31.0,passed,passed,passed,passed,False
20260727T125543Z-stats-ceb-full-no-refit-v1__stats-ce--ea7b4617c3ff--no_refit__stats_ceb_multiregion_count__query_id-103,103,completed,0.0,disabled,913fee336f4cc28b173fb1c9c3459fb68828fd343d51605d3601dbd455b07e88,de39a0326c86d8f51f456a50cd6e82ef3e1dd9ee8d1b3d975ba39011fa52202e,4,3778084,667bf4934e06043c92742529868af1fdf75020b02b9853e3154b22a1dc1daca7,2.0,0.0,75.0,passed,passed,passed,passed,False
,104,,,,,,4,11075893,f3c2f49a4d18769a77a0f88ce920a94c38e20152e73cb8bfe29f45b96de8f233,,,,passed,timeout,timeout,timeout,False
,105,,,,,,4,183537163,722a168a64c360bd42e8b335b7bfd938fefb9eef6c551c39a13203151cbe6302,,,,passed,timeout,timeout,timeout,False
,106,,,,,,4,569476,72a6316de87ff5f6040cf4a140d7bd440e2bb017fa9d8812a0e89cd17d86de6b,,,,passed,passed,passed,passed,False
20260727T130133Z-stats-ceb-full-no-refit-v1__stats-ce--84d00162b479--no_refit__stats_ceb_multiregion_count__query_id-107,107,completed,0.0,disabled,19ba9d19bd270465b1dfabe24c661b6c91b2a30522ec99475c49e10adbbdb00d,c1be1af06ee8d2c57fcbe1e1a4ae92f4eb2b12fb1adba7339ec8650058d53b88,4,537352263,89d839fe2a363de7be8e8b4243b9aa26af569031151207e1a65cb749115bf5af,2.0,0.0,229.0,passed,passed,passed,passed,False
,108,,,,,,4,593169291,e06413cbeb5d20fe8578196d023557d6ab26e27127e0a817d00ed3c5edb30f22,,,,passed,timeout,timeout,timeout,False
20260727T130341Z-stats-ceb-full-no-refit-v1__stats-ce--d1b347af3b71--no_refit__stats_ceb_multiregion_count__query_id-109,109,completed,0.0,disabled,84c6b659cc2ce6d211562e1739942475d7b1c8455413bb2d0c7cc9e4e1b6402b,2dab8b4e12ebf47b9ae58bccdeefabe89fbf8c993674fd99792c2b5ee365dee8,5,978405,67dc4c73344e5b5cddaddf4ed23e7b2892d48b468e401bea14e96ae207f6bf5b,2.0,64.0,21.0,passed,passed,passed,passed,False
20260727T130356Z-stats-ceb-full-no-refit-v1__stats-ce--1abc04aa22a1--no_refit__stats_ceb_multiregion_count__query_id-110,110,completed,0.0,disabled,fb07ef2f28600a60cfac8a2ec3a23dcf41aae3490bb2f110187183569a719f4f,97b5d901315c11ac4f745ad85995315fafd133e27d753aef3193a69982b3fc27,5,1104151,7a5bc70dc2ca43bf97d05fa22902c194a562746e27354b3df0de8aa24493d41a,8.0,192.0,51.0,passed,passed,passed,passed,False
20260727T130424Z-stats-ceb-full-no-refit-v1__stats-ce--3b5e49bb29a5--no_refit__stats_ceb_multiregion_count__query_id-111,111,completed,0.0,disabled,5b8eaf39e20f76488b3c41a67b46e0ae4afa998ccec132cea1fd0c01d6940976,8f826647edbbaf95f4b45a0f649525eb2c9bab1f7401035698c29cad641b4ff9,5,1957551,f374137372d6b21eda7c445f3eefe5246bd3a53b0257114a4431b90ed3c92799,6.0,192.0,32.0,passed,passed,passed,passed,False
20260727T130446Z-stats-ceb-full-no-refit-v1__stats-ce--e64c0470e55f--no_refit__stats_ceb_multiregion_count__query_id-112,112,completed,0.0,disabled,f54721bf6ca8b3ddeac0f8796d3b05a69f9bd907f878bffbd1a536e3be1158ea,26e8bb2c5d962cfecb7b520df7d7e2fdeb71aa4062513fe026acc1da63f16d13,5,1839326,2aa737b64fa53329a36e798b6ba0bf6bc421089177f8eb5fbc55b966d2bb40c0,4.0,128.0,36.0,passed,passed,passed,passed,False
20260727T130507Z-stats-ceb-full-no-refit-v1__stats-ce--3efb33ba5e98--no_refit__stats_ceb_multiregion_count__query_id-113,113,completed,0.0,disabled,1ebee6f082d58da0c91b534193fbfdd348cf99b4ab938028741a1b978001014a,59491ab9f1133a6cfc92830c6eac00d8fbf214fb372b2b373ff8668b0d6281f5,4,18382871,aeee44bd921d5423ee2948e18aa4cbb594f06ed4a9dc95b351f1dd5c27cf03b0,8.0,132.0,542.0,passed,passed,passed,passed,False
,114,,,,,,4,19424781,9afa3f9ac93a9f92ef010dde77b8f7ddea7f4f3f7ffd86315c15698660a83730,,,,passed,timeout,timeout,timeout,False
20260727T130916Z-stats-ceb-full-no-refit-v1__stats-ce--f9e8950598b1--no_refit__stats_ceb_multiregion_count__query_id-115,115,completed,0.0,disabled,485f4ce398b6449060faa377d7f1fb92f6476afaabc99f1f79ab5844ec28ed7c,da89d924595c898e45c3bfa8b180f0573aaa865b6a470078a719d2336d065f65,4,43927632,ddcb6fde0697f41895dcabb9539752935f459eff5c2874bef4a1f39d979ec590,6.0,130.0,62.0,passed,passed,passed,passed,False
20260727T130948Z-stats-ceb-full-no-refit-v1__stats-ce--7067f463b57a--no_refit__stats_ceb_multiregion_count__query_id-116,116,completed,0.0,disabled,68c5101a61b450ca7378c405e1240b29150dca6b19c95b5d99aec83d8b36e6e1,f58662f20d0e7f0696a70ca0c80019160e78d151dcbfb1bff2670f875dc70d21,4,986987,3039507eb81ea44b788b4a49d535805dea7d6cdb1da43b4a7736743b9d877848,2.0,0.0,93.0,passed,passed,passed,passed,False
20260727T131023Z-stats-ceb-full-no-refit-v1__stats-ce--bb01246ce148--no_refit__stats_ceb_multiregion_count__query_id-117,117,completed,0.0,disabled,7867c5d130d2088732e5937fbc02d744aa11d92ab813235273f0c103a60dde78,c41639e402894b57c9b4ba5158863e7c6352d05982aebaac9ebf9b7bac9a3686,4,354388,6da3ba5e1291f911dda7dde5f50ef64796a8dea6b7b578a5ac6d3794b393b963,4.0,128.0,44.0,passed,passed,passed,passed,False
20260727T131047Z-stats-ceb-full-no-refit-v1__stats-ce--3e4025774092--no_refit__stats_ceb_multiregion_count__query_id-118,118,completed,0.0,disabled,900d33801d5a36f431cbc5249ae469d36259e434ae2591c71663a0cdf2e021ff,9c4dce4d0dcc698569e83746409305d2b49f3845064839e2f0d07358a70f0a87,4,554302,286bec4117a297df6d1752ab54cfcf6ec49d4f9620eac1b302760d2f5ed528d1,2.0,64.0,30.0,passed,passed,passed,passed,False
20260727T131103Z-stats-ceb-full-no-refit-v1__stats-ce--a308b1d82662--no_refit__stats_ceb_multiregion_count__query_id-119,119,completed,0.0,disabled,668dd7b6cddfee79b6e337b39ce0b6af438f2574ea423a5d534cda9340c1d110,2e909abb1183919d02b4ae5f58764dca05ede5fd5764fa9d9cced59edea2f7d3,4,1936953,c62f1ecf65ff3f02605b540e539522e948c1b2c34fcff3be3a549f10ecbb9aae,2.0,0.0,84.0,passed,passed,passed,passed,False
,120,,,,,,4,11637523617,eab4d8fde47ed7b0f88c316b5a9d0daf04f3659a769e7938fcaa45040e609e3c,,,,timeout,timeout,timeout,timeout,False
20260727T131136Z-stats-ceb-full-no-refit-v1__stats-ce--127cd0e50e0b--no_refit__stats_ceb_multiregion_count__query_id-121,121,completed,0.0,disabled,cd1aac3248f66f496ea172366c21ed14c8c29b8f14b025247ea228f09d948572,43fd57cf6c236601b5593a65ec581fc93d29cd5ffb47bf93febdedf98ba1fca6,4,1116000,6abdb9eebc9d02b01dd1a14c1cbf6a619ad0bf72b9010a760d5df41dc2cec5e6,2.0,0.0,83.0,passed,passed,passed,passed,False
,122,,,,,,4,11206879551,fe08eaa87b22ec3f4c01d08bf9bae74cfc55bfefd1525415b21b8cd4ea2cad86,,,,timeout,timeout,timeout,timeout,False
20260727T131207Z-stats-ceb-full-no-refit-v1__stats-ce--c931fe3227bd--no_refit__stats_ceb_multiregion_count__query_id-123,123,completed,0.0,disabled,dc99c506b3ea9c9c80d799a0ef2057beb877f7f4e617bab0d076d7395f77c236,55ff16f42abbfc4e1559576f2625da86f588bf539fc0c2f313684db75bc37418,4,154355934,d3dda1b70595c8a1333742de752a7dd4a6d45e4ce502c8137632056a4928fb84,8.0,132.0,171.0,passed,passed,passed,passed,False
